6229	146160
3333	4271
2516	4271
286	2871
224	1586
467	1990
1629	2896
2296	3064
5369	2358
4974	5584
2126	741
1948	2907
1883	1030
4971	2955
773	4785
38	1260
56	1260
5055	16
1055	4615
1899	1466
398	4909
1762	1318
547	4730
1499	1990
1609	2896
958	289
1300	1696
2369	26
178	70
1416	2896
772	13
1492	2896
481	31
944	1498
994	217
973	73
964	829
1286	718
925	405
3983	2485
501	2027
272	1586
204	2871
1596	583
475	1681
2359	2877
1566	583
1543	930
998	829
902	829
1349	3858
5953	3835
963	1498
1032	1870
1511	2896
485	54
2209	682
90	3175
5892	3354
1420	5358
1471	345
516	345
1507	583
1417	930
2450	1998
3571	1259
530	930
2635	2587
2644	2527
1051	829
857	829
2053	70
197	819
1039	289
927	1870
185	3317
1332	350
1009	974
4451	4432
1439	4127
1755	5234
4234	80
3061	3742
1568	583
502	83
1010	3073
1278	443
1466	583
477	1681
903	829
977	1870
2521	4271
3701	4271
1631	583
1409	930
497	330
6077	1335
3338	3176
1621	3145
1613	2896
5779	765
5080	5715
165	1362
1434	583
1413	2896
980	289
886	1498
996	829
1414	2896
1510	583
1198	2913
921	289
240	1586
239	1586
1502	845
5320	3677
1240	3175
87	3132
78	1260
30	1260
633	992
712	1855
867	1870
1024	289
1170	2913
1301	1696
568	1990
5374	384
1423	930
4798	765
202	3108
235	2871
694	992
620	267
284	2871
295	2871
1902	1466
647	267
237	1586
1415	583
1496	930
966	1498
1012	1498
4207	3263
4641	3827
269	2871
4143	2358
3056	5015
2412	2186
4884	148
531	330
212	2871
257	1586
1803	4262
5099	376
3027	155
4246	3051
791	1736
5847	899
1192	2297
1144	2913
1431	3891
1473	930
1875	3277
1779	2287
1891	1466
736	3094
1334	580
308	1600
71	938
52	199
898	1245
1257	1081
1453	583
1181	814
2549	2913
498	1681
871	217
1184	2913
468	378
1263	1081
469	180
1428	2896
1605	2896
1856	2638
5291	1104
1317	2913
1177	2913
777	488
6304	2369
1513	4316
3197	38
1886	2287
1812	376
562	583
512	814
1528	376
1971	1988
1973	1259
1783	376
1800	376
2201	64
2202	4319
338	2145
320	1393
1142	1081
3406	443
1050	829
978	829
3782	2254
2714	1705
5001	589
1450	930
2341	2877
1649	2025
1481	3585
3401	1913
876	829
937	217
5002	589
264	1586
1584	1013
1806	376
1529	583
1580	930
1265	443
1281	443
1815	376
74	199
1311	2913
1139	2913
1395	1025
184	70
1190	2297
1145	233
3371	234
4593	4998
373	1715
5862	2145
1474	930
2110	4203
1744	335
389	2145
2119	1941
904	1498
916	829
1515	3993
862	592
1026	1498
2407	518
301	1586
1560	931
4765	2021
500	1681
1608	583
490	160
1651	2025
2336	2877
706	992
1333	580
2589	1529
1635	42
5924	2913
1167	2297
2690	3042
352	1393
314	1393
680	267
1895	3872
1620	930
1604	1990
1622	345
1174	2297
2856	272
3314	3631
1122	233
5372	4905
1316	233
1048	289
675	1104
635	1104
1853	2638
1467	930
2488	2253
208	1586
457	83
473	363
1743	2902
4019	5715
866	1498
969	405
5710	3949
441	291
1546	583
1804	376
835	2345
2787	3294
3117	1466
118	2126
1166	1081
1136	233
1251	718
1138	1081
195	376
1717	1773
908	1498
1746	481
1824	481
881	1870
1425	583
1204	1407
5628	3211
1500	930
124	1260
117	858
750	1510
6085	1983
1358	1892
740	1600
728	1173
2478	282
160	70
1519	2896
1627	1339
4115	992
36	324
3069	1530
1087	1981
214	1586
210	1586
3569	2656
1446	1092
745	3687
3312	5093
2570	333
2571	2743
899	829
863	1870
724	3094
487	330
2301	1707
2291	2359
1035	1498
521	378
3420	1715
3573	2108
1518	2638
1202	3175
775	1250
3094	5316
2012	1992
1352	350
1346	350
9	352
1963	2736
3324	354
400	2934
1537	583
2596	1597
1046	829
1034	3073
1701	2840
1164	1081
4218	4319
6327	3354
377	1393
207	1481
1686	2148
1189	2297
1129	2913
1586	1182
2621	3104
808	2345
3268	3148
3899	2369
754	4785
67	162
1798	376
1285	443
552	378
861	1870
768	1154
1227	3175
4144	1115
2309	383
5377	384
3446	2383
3518	1025
6139	387
636	2112
732	5113
1618	2896
1857	589
1509	930
2367	1483
4839	1591
1966	524
3606	524
270	1586
217	1586
1675	3118
1688	1305
53	1260
34	2126
6060	2369
747	4785
2547	2913
1858	2802
5597	407
901	4294
912	4294
1027	1498
915	829
1996	2402
776	1510
3490	2369
2725	4213
5934	1718
2515	4400
3682	4400
1327	2913
878	4294
1146	2913
2604	1159
268	2871
1016	4294
1592	583
1624	3993
924	829
945	829
1909	429
1924	3461
1124	2913
507	330
1148	2025
2361	2877
1408	930
486	260
4691	1025
3034	4432
869	4294
599	580
686	3045
1252	443
1246	443
3631	406
2395	1992
1444	930
642	1104
1353	1892
1918	449
2698	4250
43	1260
2896	1259
2901	453
201	70
2373	1362
5680	2955
715	1942
624	2413
5987	4972
1462	1198
765	1250
4393	5921
5314	4793
2588	464
1563	2896
2172	3291
2399	4864
1731	3796
3375	3009
1063	2327
1066	2327
992	2062
1033	592
4889	899
800	475
930	1498
279	1694
2695	3160
1305	2297
1488	3185
1818	481
242	1586
1710	2840
695	1855
622	992
3248	4263
984	829
749	488
6268	2955
3684	3671
2418	4400
923	829
897	3073
1536	2896
3123	4007
5521	1530
1105	1981
1542	931
111	3175
5287	2637
289	2871
605	267
652	1855
1882	376
4152	4724
5701	2035
180	818
890	829
961	1498
5376	3354
4042	5192
1548	930
1249	443
6266	443
952	73
3355	516
3359	5175
4140	1159
1292	443
316	1763
387	1393
1132	522
1312	233
2411	547
2995	0
3331	4271
3703	376
1805	376
5661	2587
6124	2587
2362	1483
3242	1591
905	1498
1060	534
3213	5235
1699	518
218	1586
895	4294
823	592
1130	2913
1322	2913
949	217
29	3175
2206	3185
3655	1025
167	70
2413	547
162	3880
228	1654
213	1586
1709	2840
3388	1913
3336	4316
519	554
1570	930
4212	4319
1792	376
1799	376
4729	1498
1042	4294
943	4294
935	1870
679	1104
598	1405
595	2340
248	2871
4831	2840
10	5090
2800	1845
182	570
1013	1498
911	3073
1575	583
2612	280
1325	1596
4141	1159
1171	2297
6265	2913
3245	75
603	1892
3999	899
577	861
1477	583
711	3094
702	3094
2829	1542
2825	1542
2205	3185
2174	5584
885	73
1140	2455
1049	2062
891	289
929	1498
979	829
267	1586
232	3108
1644	1591
4833	3466
3594	2884
2963	589
1427	583
1085	3148
1437	2896
2419	2356
186	70
18	2126
1901	1466
206	3108
4131	199
1811	376
321	1763
385	2145
57	1083
84	2126
922	592
2009	4483
578	899
2207	682
1318	233
2054	2788
3992	2383
3928	2191
1208	4468
3260	3240
2877	1888
889	1589
1310	233
1161	2297
985	630
2909	986
1634	2868
1455	2896
3546	6037
2685	3187
894	630
1014	2139
993	1498
61	858
154	1362
337	1715
342	3017
6033	1483
2447	2025
273	1586
5525	2840
701	1104
713	3094
5428	5699
3469	650
2490	518
281	2871
1479	345
4879	2186
1967	524
151	70
638	2413
2402	518
684	992
662	267
1438	1397
3425	406
1186	2913
1404	83
3243	2123
1736	5133
514	4730
529	1990
64	1083
2101	2915
2486	2253
1722	3551
4978	4196
1126	2913
1451	3993
1628	583
1483	1680
241	3108
1448	930
354	2145
327	2145
27	1030
60	3132
856	1498
982	1589
3289	4681
1872	687
874	829
1008	1498
2069	2359
2286	383
1382	282
1598	930
834	1384
3059	954
216	1654
968	289
914	1498
5955	765
1179	2297
5963	881
3922	464
292	3108
499	1598
3118	2402
913	1498
1504	583
995	3073
3635	406
1074	1090
1199	2191
1214	3175
678	267
1331	4100
610	4100
113	858
70	938
5054	829
1230	1104
1336	1892
685	1104
657	1855
714	4100
437	3858
2908	1988
955	829
2962	589
613	1104
1424	4022
5794	1335
809	497
1089	1530
870	829
1043	829
877	1498
4317	5921
168	70
2813	2221
276	1586
375	1393
2125	741
1442	930
2451	2025
687	267
719	1104
1591	930
2766	747
6191	5646
278	1586
4211	2840
653	2413
672	1173
883	2139
884	4294
1100	1266
2666	2713
2602	4804
187	1090
755	1154
1176	2913
956	4294
73	762
116	26
2029	629
555	1990
5778	765
254	1586
1309	2913
3556	5571
2483	518
1870	4681
4661	4064
1523	930
3124	4909
1573	583
49	1260
123	1020
1527	930
959	1498
731	1855
677	1104
277	3108
1458	4127
1485	1709
97	938
1324	233
4075	787
5362	5351
2364	1483
580	2025
5079	5715
5722	3395
3385	793
663	1855
726	992
632	1173
3896	1118
5975	798
1128	2913
125	3132
109	3175
2371	70
2067	5412
100	3450
1623	930
936	592
1005	829
5925	2913
1006	829
359	1393
388	3017
2850	2770
1429	3891
1435	2896
2317	1607
3767	4228
880	829
177	818
733	3045
6273	4312
1345	1892
967	1870
5928	1335
227	1586
1601	3891
153	70
907	829
986	829
1038	829
145	3317
4528	4432
1595	2896
2593	1597
581	899
548	330
1524	930
997	217
253	1586
260	2871
4807	2383
1426	583
6214	5517
3742	5517
3584	4933
3598	5286
454	2251
3427	2191
615	267
941	2139
376	1715
2592	1529
1383	1025
1625	2896
1881	3084
2390	3084
830	4212
825	1384
550	99
3396	4624
5948	3994
817	1736
920	829
5633	4623
2717	1664
3374	4348
1015	3073
4191	2682
1506	3145
3905	1855
1531	4127
1610	3585
4003	3787
5581	873
623	1104
4615	5921
932	829
5289	2840
2397	1784
2758	3084
1031	289
440	881
3924	882
1392	2356
1535	1681
1501	583
1517	345
6228	3993
1187	2913
4582	5921
970	405
3841	3148
782	892
1002	1498
1279	443
3211	589
2662	5113
5218	1466
4638	3263
1378	2995
2762	666
1054	4615
4713	3897
142	1498
2579	2530
5028	2383
3449	2383
848	2425
2814	2767
1850	2722
334	2145
374	2145
4797	765
3916	1466
1893	1466
2727	416
1320	2297
1220	4140
1200	2191
416	1870
407	2045
2410	547
5603	3538
1690	3232
1476	930
1768	4472
2065	2551
1809	376
1885	2287
1422	583
1522	2896
4177	766
5577	1926
5856	2955
1228	499
910	1870
1704	2840
771	1510
1892	1466
6211	1983
46	1260
315	1763
363	1763
3287	5150
1873	5150
928	829
919	1498
99	162
356	2145
1508	2896
5548	589
1845	2877
1640	1591
2479	2253
1674	1305
3704	556
3139	4090
4164	4090
1646	2660
5956	765
120	1260
107	1260
1876	2907
2441	2191
766	964
2105	965
2096	1425
3711	5085
366	2145
4793	3574
65	1260
865	289
1135	233
767	2974
1295	1596
567	363
697	267
648	1855
720	992
703	1855
1219	3175
488	330
463	982
2916	280
3412	443
3823	985
1224	4140
3232	1025
4063	1861
4064	3584
533	330
634	1855
690	267
1021	1498
1612	583
960	73
981	4294
625	992
4659	2369
1053	4615
4921	3977
1656	2025
3067	1483
5604	4464
1607	930
3155	1005
3651	4725
4761	1007
4764	5742
5042	1591
1869	5150
1874	5150
287	1586
271	1586
604	5113
5085	3977
660	1173
307	1600
3098	5593
3959	4261
114	199
1207	499
58	938
1029	1498
1461	583
5755	1025
3739	4724
4150	5258
689	992
3405	443
75	3113
35	3132
275	2871
94	1260
1125	2913
3019	2255
3013	1705
4875	829
965	829
1001	1870
328	1715
340	1763
1594	4130
551	1709
5551	306
5670	2369
748	13
2809	2221
148	70
1209	5327
1754	1198
1134	1696
3819	3766
2501	2088
1788	376
1498	930
656	1855
1194	2297
221	3108
288	1586
2455	2025
939	4294
5368	2442
130	2995
717	2636
962	1498
2333	1483
1421	1680
2618	3251
1525	2896
1261	718
1838	1450
460	765
1141	629
2548	2913
868	1498
947	1498
1197	2297
2087	1425
571	2382
818	2345
2460	629
1259	443
85	1260
63	2126
282	2871
233	1586
1440	2896
1025	829
1386	2425
200	70
4138	1159
1593	583
4163	4090
4876	1094
4877	6115
149	70
2223	2512
1711	2840
742	4785
5939	2369
3403	443
1289	443
1579	583
1520	2896
1911	449
1914	449
1657	2025
1020	1498
1532	930
2927	280
1299	1596
2992	4271
2517	4271
135	1362
2287	3064
2433	4168
1023	4294
5602	1118
1889	5047
1465	930
2382	1362
950	1498
2164	1123
5301	3768
2448	2025
2334	1483
5455	1127
5720	3674
223	2871
1030	1498
988	4294
1296	2913
917	829
1495	583
873	4294
887	1498
658	992
2608	3251
722	1104
1561	930
5957	589
859	829
159	70
2372	1362
991	1870
794	625
3060	1888
1272	443
1274	443
5967	1680
1512	583
1505	930
4300	5921
757	1154
758	3911
412	2045
405	2045
294	2871
231	1586
3241	1591
1131	2913
367	1715
347	1393
326	1393
926	1870
872	829
89	858
4803	1260
494	2394
4961	1170
2153	4757
670	4100
629	1173
3931	1174
4268	4998
401	5690
4100	4862
5265	2425
938	4294
1958	4362
2166	3587
77	1260
80	26
1101	1981
1081	1530
55	1083
105	1260
256	3108
229	1586
674	5113
1998	2402
2381	2126
3272	2025
2514	4271
2997	0
181	70
2343	2877
1456	930
461	2638
948	4294
4592	4432
5371	3354
4933	4905
5373	600
5853	3354
1694	3232
1671	3232
893	4294
983	1498
1780	376
3927	2369
2440	2191
751	488
1044	73
725	267
17	1260
1719	3796
1723	3796
259	2871
302	2871
2355	2877
3592	2265
987	4294
1104	1530
1703	2840
1795	2287
2964	589
1445	2896
1637	2896
138	70
2378	1362
234	1586
5013	1481
1648	2025
13	938
129	3132
1839	4263
158	70
2480	518
2404	518
3536	3897
1411	930
693	1104
612	267
1314	1596
2921	280
2023	3148
1088	2713
762	1250
774	1250
5072	4100
2044	2369
5375	3764
1262	443
1271	443
449	2251
655	1855
2188	64
2899	1259
19	2126
676	4224
2801	1475
66	1263
1706	518
179	1362
1068	1975
1041	3073
2975	4503
2102	4246
3917	1466
1475	2896
2966	589
1449	4400
975	1589
1410	1092
6049	2656
5919	2442
5175	907
3627	4672
2688	3042
4139	2840
4137	589
618	4100
6270	1466
3225	1025
173	819
496	1681
972	1498
1550	583
3099	3136
1551	2868
4468	5921
2764	5785
3430	1483
258	1586
3004	3436
727	992
6099	197
2897	1988
553	1839
1028	592
348	3017
1291	718
1670	3118
1683	1305
4939	1306
2056	3053
191	70
5183	598
2120	1941
2127	5584
155	1362
4766	2638
189	70
2793	1178
1004	1498
